MutationType,ID5_GRCh37
1:Del:C:0,0.022202108
1:Del:C:1,0.028547215
1:Del:C:2,0.026596927
1:Del:C:3,0.014159122
1:Del:C:4,0.002873422
1:Del:C:5,0.002602449
1:Del:T:0,0.101481149
1:Del:T:1,0.106099611
1:Del:T:2,0.114128464
1:Del:T:3,0.088962208
1:Del:T:4,0.052259532
1:Del:T:5,0.030610523
1:Ins:C:0,0.000542252
1:Ins:C:1,0.001242898
1:Ins:C:2,0.003151667
1:Ins:C:3,0.000602848
1:Ins:C:4,0.000197582
1:Ins:C:5,0.000433544
1:Ins:T:0,0.006361965
1:Ins:T:1,0.013462697
1:Ins:T:2,0.029721144
1:Ins:T:3,0.01884025
1:Ins:T:4,0.011268752
1:Ins:T:5,0.001439215
2:Del:R:0,0.028054407
2:Del:R:1,0.024562729
2:Del:R:2,0.004562618
2:Del:R:3,0.000395919
2:Del:R:4,0.000867563
2:Del:R:5,0.02142678
3:Del:R:0,0.01713637
3:Del:R:1,0.005909794
3:Del:R:2,0.00084271
3:Del:R:3,0.000621155
3:Del:R:4,0.005867075
3:Del:R:5,0.008378911
4:Del:R:0,0.010791265
4:Del:R:1,0.002843569
4:Del:R:2,0.000164644
4:Del:R:3,0.003877814
4:Del:R:4,0.004557254
4:Del:R:5,0.001584436
5:Del:R:0,0.018447949
5:Del:R:1,0.000410335
5:Del:R:2,0.000470925
5:Del:R:3,0.000257167
5:Del:R:4,9.73e-05
5:Del:R:5,0.000585018
2:Ins:R:0,0.006349454
2:Ins:R:1,0.018387642
2:Ins:R:2,0.007207952
2:Ins:R:3,0.001172292
2:Ins:R:4,6.88e-05
2:Ins:R:5,0.000994122
3:Ins:R:0,0.003792478
3:Ins:R:1,0.006122761
3:Ins:R:2,0.001143468
3:Ins:R:3,1.02e-05
3:Ins:R:4,1.18e-05
3:Ins:R:5,0.000102574
4:Ins:R:0,0.002439186
4:Ins:R:1,0.003612298
4:Ins:R:2,0.000376459
4:Ins:R:3,1.87e-06
4:Ins:R:4,6.41e-06
4:Ins:R:5,0.000635977
5:Ins:R:0,0.004750071
5:Ins:R:1,0.004793431
5:Ins:R:2,0.000298796
5:Ins:R:3,0.000165546
5:Ins:R:4,0.000126707
5:Ins:R:5,0.000626342
2:Del:M:1,0.028687946
3:Del:M:1,0.013157147
3:Del:M:2,0.00900421
4:Del:M:1,0.008732202
4:Del:M:2,0.006047187
4:Del:M:3,0.003442442
5:Del:M:1,0.008617073
5:Del:M:2,0.007851021
5:Del:M:3,0.007157975
5:Del:M:4,0.002492549
5:Del:M:5,0.001112367
2:Ins:M:1,0
3:Ins:M:1,0
3:Ins:M:2,0
4:Ins:M:1,0
4:Ins:M:2,0
4:Ins:M:3,0
5:Ins:M:1,0
5:Ins:M:2,0
5:Ins:M:3,0
5:Ins:M:4,0
5:Ins:M:5,0
complex,0
non_matching,0
