MutationType,ID13_GRCh37
1:Del:C:0,0.065548371
1:Del:C:1,0.017536463
1:Del:C:2,0.005120219
1:Del:C:3,0.005350516
1:Del:C:4,0.004346005
1:Del:C:5,0.000843056
1:Del:T:0,0.053698762
1:Del:T:1,0.498224168
1:Del:T:2,0.023777805
1:Del:T:3,0.062780952
1:Del:T:4,0.023004382
1:Del:T:5,0.006079575
1:Ins:C:0,0.002850428
1:Ins:C:1,0.001652256
1:Ins:C:2,0.00082125
1:Ins:C:3,0.000375555
1:Ins:C:4,0.000148578
1:Ins:C:5,0.000706981
1:Ins:T:0,0.041137013
1:Ins:T:1,0.004748853
1:Ins:T:2,0.003054171
1:Ins:T:3,0.009271857
1:Ins:T:4,0.012098641
1:Ins:T:5,0.011099794
2:Del:R:0,0.022184399
2:Del:R:1,0.004333215
2:Del:R:2,0.003108924
2:Del:R:3,0.000105566
2:Del:R:4,6.13e-06
2:Del:R:5,6.63e-05
3:Del:R:0,0.003039667
3:Del:R:1,0.001186963
3:Del:R:2,0.000384379
3:Del:R:3,6.9e-05
3:Del:R:4,3.09e-06
3:Del:R:5,9.96e-05
4:Del:R:0,0.002155349
4:Del:R:1,2.3e-05
4:Del:R:2,7.92e-05
4:Del:R:3,3.92e-05
4:Del:R:4,9.47e-06
4:Del:R:5,6.3e-05
5:Del:R:0,0.020097536
5:Del:R:1,0.002980534
5:Del:R:2,6.99e-05
5:Del:R:3,6.4e-06
5:Del:R:4,1.46e-06
5:Del:R:5,2.35e-06
2:Ins:R:0,0.010618411
2:Ins:R:1,0.001801368
2:Ins:R:2,0.000688524
2:Ins:R:3,0.000743544
2:Ins:R:4,0.000213354
2:Ins:R:5,0.000846575
3:Ins:R:0,8.21e-05
3:Ins:R:1,0.003688328
3:Ins:R:2,0.000202511
3:Ins:R:3,2.37e-05
3:Ins:R:4,3.49e-06
3:Ins:R:5,3.54e-05
4:Ins:R:0,0.001118797
4:Ins:R:1,0.002691635
4:Ins:R:2,6.93e-05
4:Ins:R:3,6.39e-07
4:Ins:R:4,1.21e-05
4:Ins:R:5,3.14e-07
5:Ins:R:0,0.002590231
5:Ins:R:1,0.013501952
5:Ins:R:2,4.59e-05
5:Ins:R:3,4.61e-05
5:Ins:R:4,2.43e-06
5:Ins:R:5,4.33e-05
2:Del:M:1,0.008872408
3:Del:M:1,0.001140083
3:Del:M:2,0.000450306
4:Del:M:1,0.001270798
4:Del:M:2,0.000159723
4:Del:M:3,0.000270578
5:Del:M:1,0.011740777
5:Del:M:2,0.007055421
5:Del:M:3,0.002165984
5:Del:M:4,0.000281736
5:Del:M:5,0.013131907
2:Ins:M:1,0
3:Ins:M:1,0
3:Ins:M:2,0
4:Ins:M:1,0
4:Ins:M:2,0
4:Ins:M:3,0
5:Ins:M:1,0
5:Ins:M:2,0
5:Ins:M:3,0
5:Ins:M:4,0
5:Ins:M:5,0
complex,0
non_matching,0
