sample_id	Gynecologic: Ovary/Fallopian tube	Myeloid: Acute myeloid leukemia	Prostate	Skin: Other
Pro_1	0.0	0.0	0.938550616759149	0.0614493832408511
Pro_2	0.0	0.0	0.928447395236569	0.07155260476343091
Pro_3	0.0	0.0	0.932614394756416	0.06738560524358389
Pro_4	0.0	0.0	0.9027762187394899	0.09722378126051019
Pro_5	0.0	0.0	0.9220363179835673	0.07796368201643267
Pro_6	0.0	0.0	0.9194601013832056	0.08053989861679442
Pro_7	0.0	0.0	0.9013595562841205	0.0986404437158796
Pro_8	0.0	0.0	0.9253268853737328	0.07467311462626725
Pro_9	0.0	0.0	0.9281432891868934	0.07185671081310668
Pro_10	0.0	0.0	0.8832548737659561	0.11674512623404387
Ski_1	0.0	0.1660340254104802	0.0	0.8339659745895198
Ski_2	0.0	0.0	0.0	1.0
Ski_3	0.0	0.5129030792181754	0.08888005441334489	0.3982168663684796
Ski_4	0.0	0.0	0.0	1.0
Ski_5	0.0	0.0	0.0	1.0
Ski_6	0.0	0.0	0.0	1.0
Ski_7	0.0	0.0	0.0	1.0
Ski_8	0.0	0.0	0.0	1.0
Mye_1	0.0	0.999139160405804	0.0	0.0008608395941960063
Mye_2	0.0	0.9991946628772402	0.0	0.0008053371227597808
Mye_3	0.0	0.9992889991833328	0.0	0.0007110008166671747
Mye_4	0.0	0.9243998211992379	0.0	0.07560017880076211
Mye_5	0.0	0.9988042986247592	0.0	0.0011957013752408516
Mye_6	0.0	0.9105256600401391	0.0	0.08947433995986087
Mye_7	0.0	0.9145356096843827	0.0	0.08546439031561727
Mye_8	0.0	0.9359098829118617	0.0	0.06409011708813833
Mye_9	0.0	0.9986382661622332	0.0	0.001361733837766872
Mye_10	0.0	0.9992619355369666	0.0	0.000738064463033404
Gyn_1	0.8722916024268018	0.0	0.0	0.1277083975731982
Gyn_2	0.8399727090952864	0.0	0.0	0.1600272909047135
Gyn_3	0.8594467026230929	0.0	0.0	0.14055329737690714
Gyn_4	0.8931450433788779	0.0	0.0	0.10685495662112209
Gyn_5	0.9384185741551503	0.0	0.0	0.06158142584484971
Gyn_6	0.9158115205372007	0.0	0.0	0.08418847946279932
Gyn_7	0.9403498748005222	0.0	0.0	0.0596501251994778
Gyn_8	0.9351430901380765	0.0	0.0	0.06485690986192348
Gyn_9	0.8876960004497108	0.0	0.0	0.11230399955028929
Gyn_10	0.9263632385151009	0.0	0.0	0.07363676148489916
Gyn_11	0.9319352218291339	0.0	0.0	0.06806477817086612
Gyn_12	0.9104055935218691	0.0	0.0	0.08959440647813084
