sample_id	Gynecologic: Ovary/Fallopian tube	Myeloid: Acute myeloid leukemia	Prostate	Skin: Other
Pro_1	0.00019996000799840034		0.938362944170315	0.061437095821686764
Pro_2	0.00019996000799840034		0.9282617428879915	0.0715382971040101
Pro_3				
Pro_4				
Pro_5	0.00019996000799840034		0.9218519475940485	0.07794809239795308
Pro_6				
Pro_7				
Pro_8	0.00019996000799840034		0.9251418570023323	0.07465818298966931
Pro_9	0.00019996000799840034		0.9279576976473639	0.07184234234463775
Pro_10	0.00019996000799840034		0.8830782581143333	0.11672178187766834
Ski_1				
Ski_2	0.00019798059790140568		0.009899029895070284	0.9899029895070284
Ski_3	0.0004104273831222201		0.18239404072314835	0.8171955318937294
Ski_4	0.00019798059790140568		0.009899029895070284	0.9899029895070284
Ski_5				
Ski_6				
Ski_7	0.00019798059790140568		0.009899029895070284	0.9899029895070284
Ski_8	0.014195671299185673		0.0002405130945524829	0.9855638156062618
Mye_1				
Mye_2				
Mye_3				
Mye_4				
Mye_5				
Mye_6				
Mye_7				
Mye_8				
Mye_9				
Mye_10				
Gyn_1	0.9075733119689374		0.00017627990854471738	0.09225040812251784
Gyn_2	0.8830251384813509		0.00017811097581824743	0.11679675054283088
Gyn_3	0.8978775113433326		0.00017700312582298843	0.10194548553084447
Gyn_4	0.9231466329666717		0.00017511828246962274	0.07667824875085884
Gyn_5				
Gyn_6				
Gyn_7	0.9576521262962434		0.00017254449099691956	0.04217532921275973
Gyn_8	0.9538959527806019		0.00017282466688868883	0.04593122255250933
Gyn_9	0.9190971379977044		0.00017542033743577935	0.08072744166485984
Gyn_10	0.9475344663726568		0.0001732991750869662	0.05229223445225628
Gyn_11	0.9515757182824467		0.000172997734976978	0.048251283982576276
Gyn_12	0.9358823813912353		0.00017416831313052213	0.0639434502956343
