sample_id	Gynecologic: Ovary/Fallopian tube	Myeloid: Acute myeloid leukemia	Prostate	Skin: Other
Pro_1	0.30776222020893734	0.10724017128997235	0.32604465747644906	0.25895295102464116
Pro_2	0.27060075285945384	0.043110242182387244	0.4529622249556731	0.2333267800024857
Pro_3	0.2870528160880784	0.056821357528085724	0.3527389048737775	0.30338692151005836
Pro_4	0.2848912583928541	0.02515200881633294	0.462370054826257	0.22758667796455592
Pro_5	0.24619095935736984	0.02398040367334125	0.5140255519914537	0.21580308497783507
Pro_6	0.3179001172056075	0.015954968048627994	0.3747877356670635	0.2913571790787009
Pro_7	0.27908116111702447	0.08689638668558182	0.336790933829626	0.29723151836776773
Pro_8	0.3028190721626898	0.044718649678164746	0.3542286988269097	0.2982335793322357
Pro_9	0.3126760986349016	0.06396815209260716	0.4071765167880299	0.2161792324844614
Pro_10	0.30717748698473274	0.04244354959681253	0.4379595192657137	0.21241944415274108
Ski_1	0.273583089663586	0.4122578700271417	0.1145072441358453	0.19965179617342688
Ski_2	0.28301923233846765	0.05119578216036054	0.2629974095988384	0.40278757590233355
Ski_3	0.26239947577273065	0.33116036934605136	0.13889756203477255	0.2675425928464455
Ski_4	0.23852930449926782	0.0556983400191779	0.27924047752725095	0.4265318779543033
Ski_5	0.23173934672763635	0.19276930301917963	0.193802201129532	0.38168914912365204
Ski_6	0.2230575340091774	0.0528946498985349	0.22272217207566447	0.5013256440166232
Ski_7	0.27854530191168075	0.012858094072147358	0.4047666672555807	0.3038299367605912
Ski_8	0.22796628254622903	0.027927125602993343	0.3928485695776296	0.35125802227314806
Mye_1	0.17207046062121265	0.5704267231681144	0.08948336154533705	0.16801945466533597
Mye_2	0.12947309816817923	0.6856563581636361	0.07479004805448139	0.11008049561370319
Mye_3	0.127217700188899	0.6737123482761599	0.07455106706766582	0.12451888446727545
Mye_4	0.13178155974499053	0.6978813792692647	0.06595081724380178	0.10438624374194302
Mye_5	0.21375558262712943	0.48895291977884553	0.10016530103392174	0.1971261965601033
Mye_6	0.13529846781171337	0.7165060233933531	0.04975531771345723	0.09844019108147634
Mye_7	0.17540921864295325	0.5814949610917942	0.08753579172824266	0.15556002853700995
Mye_8	0.12971021631600693	0.686912075127193	0.06585554052330218	0.11752216803349791
Mye_9	0.13373968096003355	0.7082510875727255	0.0664486903187383	0.09156054114850275
Mye_10	0.13128216477286447	0.695236711436968	0.06570089224213316	0.10778023154803443
Gyn_1	0.1980186020928005	0.4991126839128332	0.09296656410404722	0.2099021498903191
Gyn_2	0.3034180919634633	0.10143907120955473	0.3635031791753611	0.23163965765162078
Gyn_3	0.17013775281576243	0.564019649133883	0.08390184696267981	0.18194075108767482
Gyn_4	0.27100304490517374	0.266140759261052	0.19972662213365444	0.2631295737001198
Gyn_5	0.3212706626642289	0.03737963853612574	0.35387374191571463	0.28747595688393063
Gyn_6	0.3367224474380889	0.02783930858834345	0.3108872070011026	0.32455103697246507
Gyn_7	0.29784974125372216	0.01136176081245565	0.49030775530524684	0.20048074262857535
Gyn_8	0.3859592321189071	0.048211112843879925	0.22341736176689922	0.34241229327031375
Gyn_9	0.316289039574146	0.07572070086356998	0.3537240105668623	0.2542662489954218
Gyn_10	0.363244624018651	0.07718073296685357	0.2888745694987703	0.27070007351572517
Gyn_11	0.4039920941608028	0.09688907332973863	0.23553581485580993	0.26358301765364867
Gyn_12	0.32862607094283675	0.07104160753690332	0.2772294910650651	0.32310283045519483
